episode,timestep,reward
7,600,-115.8683
13,1200,-116.6025
20,1800,-169.1743
26,2400,-188.5735
32,3000,-178.3322
39,3600,-127.1962
44,4200,-119.9676
50,4800,-133.9398
57,5400,-130.1746
63,6000,-134.6565
69,6600,-137.5499
75,7200,-121.5201
80,7800,-136.4983
85,8400,-213.0436
89,9000,-206.5052
93,9600,-227.0153
97,10200,-140.6835
102,10800,-145.8247
107,11400,-157.6957
111,12000,-94.8519
115,12600,-151.5513
120,13200,-138.1399
124,13800,-113.5071
129,14400,-141.9909
133,15000,-67.7675
136,15600,-76.6563
140,16200,-103.7825
145,16800,-114.7417
151,17400,-117.6554
156,18000,-69.2933
161,18600,-54.9511
166,19200,-40.7572
171,19800,-107.429
175,20400,-67.4201
178,21000,-114.0317
180,21600,-167.7127
185,22200,-71.157
188,22800,-26.2852
190,23400,-40.4021
194,24000,-21.4813
197,24600,-196.0383
199,25200,-155.6874
202,25800,-240.7373
205,26400,-209.8271
207,27000,-107.0188
210,27600,-117.2434
212,28200,-129.2625
216,28800,0.4133
218,29400,91.4554
221,30000,-14.5513
223,30600,-34.77
227,31200,-154.4909
230,31800,-101.5262
233,32400,-89.8277
236,33000,-123.8844
238,33600,-100.831
240,34200,-106.7878
243,34800,-92.9853
246,35400,-106.3401
250,36000,-0.4154
252,36600,75.0884
255,37200,34.551
258,37800,17.9265
261,38400,-30.2713
263,39000,58.8831
266,39600,-15.5502
269,40200,-57.8676
271,40800,-55.3177
275,41400,-60.8227
279,42000,1.3456
283,42600,24.9401
286,43200,12.1171
288,43800,57.1127
290,44400,-29.2584
293,45000,-32.9322
295,45600,36.6426
298,46200,33.9879
302,46800,-4.3755
304,47400,-54.709
307,48000,62.0631
310,48600,-19.8763
312,49200,32.9267
315,49800,49.9598
318,50400,34.8746
320,51000,-21.8064
323,51600,-7.4591
325,52200,81.426
327,52800,45.7491
329,53400,-31.622
331,54000,107.752
333,54600,42.3204
335,55200,-47.631
337,55800,77.985
340,56400,37.3151
342,57000,-68.1221
344,57600,71.7388
347,58200,72.7562
349,58800,22.8868
351,59400,27.1806
353,60000,73.2395
355,60600,39.0904
357,61200,39.9224
361,61800,-39.0628
363,62400,90.6319
366,63000,-2.2946
368,63600,98.0586
371,64200,52.485
373,64800,32.8723
375,65400,41.0451
378,66000,17.9623
380,66600,91.3103
382,67200,41.6601
384,67800,70.6938
386,68400,109.2976
388,69000,101.4476
391,69600,86.1155
394,70200,13.7791
396,70800,142.0255
398,71400,-17.3742
400,72000,130.6576
402,72600,133.6263
404,73200,69.3644
407,73800,31.7507
410,74400,66.0332
413,75000,62.9367
415,75600,14.2821
418,76200,19.7347
421,76800,-106.0184
423,77400,8.5437
425,78000,57.59
428,78600,62.62
430,79200,54.8761
432,79800,23.9611
434,80400,93.6792
437,81000,84.5638
439,81600,22.7813
441,82200,62.0599
443,82800,84.976
446,83400,58.8985
448,84000,60.1104
451,84600,81.5719
453,85200,133.4722
457,85800,43.9624
461,86400,30.184
465,87000,-9.6514
470,87600,-9.2826
472,88200,61.7029
