episode,timestep,reward
106,2000,2.1952
213,4000,1.6808
319,6000,3.2154
424,8000,3.9914
526,10000,4.6225
630,12000,4.5637
729,14000,5.786
829,16000,5.5587
923,18000,6.9257
1020,20000,6.7994
1117,22000,6.9991
1210,24000,8.3495
1301,26000,8.2541
1391,28000,8.6487
1474,30000,9.3782
1556,32000,9.9738
1636,34000,10.1102
1714,36000,11.3817
1789,38000,11.2555
1861,40000,14.396
1928,42000,13.5868
1998,44000,13.2137
2062,46000,15.45
2122,48000,16.4422
2178,50000,19.3941
2232,52000,19.0774
2283,54000,21.4616
2334,56000,21.7062
2378,58000,23.3529
2425,60000,24.8817
2470,62000,25.223
2513,64000,26.3049
2553,66000,31.4872
2591,68000,31.9245
2629,70000,32.6315
2668,72000,28.8406
2700,74000,33.8972
2738,76000,33.6847
2773,78000,34.5828
2806,80000,38.5468
2837,82000,41.23
2867,84000,38.5372
2895,86000,42.1447
2923,88000,41.3786
2953,90000,43.5707
2985,92000,41.121
3014,94000,42.7959
3039,96000,44.8165
3069,98000,44.1547
3096,100000,48.8368
3124,102000,42.7062
3148,104000,54.0064
3176,106000,44.783
3203,108000,45.0569
3228,110000,51.1098
3255,112000,51.8613
3279,114000,52.8115
3305,116000,52.441
3328,118000,55.3626
3354,120000,50.6411
3375,122000,59.3814
3395,124000,60.7019
3411,126000,74.9566
3431,128000,66.4648
3451,130000,62.1069
3468,132000,74.556
3484,134000,64.5785
3501,136000,69.9134
3522,138000,57.7867
3535,140000,80.5122
3554,142000,64.5449
3567,144000,87.4655
3583,146000,77.1401
3600,148000,67.0168
3610,150000,102.5484
3627,152000,73.153
3640,154000,87.4223
3653,156000,83.6384
3665,158000,90.9423
3673,160000,119.9696
3686,162000,90.0616
3695,164000,100.6334
3706,166000,97.3311
3715,168000,106.7621
3728,170000,88.8482
3742,172000,85.5523
3753,174000,98.3714
3765,176000,94.1208
3777,178000,86.0726
3788,180000,95.6954
3800,182000,102.6973
3812,184000,92.4232
3820,186000,121.8888
3831,188000,93.0165
3840,190000,114.1237
3850,192000,118.3108
3860,194000,107.269
3868,196000,119.1216
3878,198000,122.312
3889,200000,105.4226
3893,202000,205.1836
3905,204000,93.4034
3910,206000,163.6795
3916,208000,208.4255
3921,210000,161.6728
3925,212000,277.3387
3929,214000,269.149
3933,216000,161.9747
3937,218000,323.188
3941,220000,230.4534
3943,222000,554.6687
3947,224000,316.0729
3950,226000,367.9979
3954,228000,243.115
3956,230000,555.5663
3958,232000,476.743
3961,234000,304.4905
3964,236000,307.1055
3969,238000,283.8703
3973,240000,278.4194
3976,242000,374.9783
3978,244000,530.5874
3980,246000,401.6554
3983,248000,411.0613
3985,250000,574.5767
3987,252000,490.8094
3989,254000,614.5414
3991,256000,634.6335
3993,258000,605.1746
3995,260000,600.9422
3997,262000,616.7
4000,264000,486.603
4002,266000,597.0765
4005,268000,482.708
4007,270000,634.3857
4009,272000,646.922
4011,274000,610.6592
4013,276000,355.3195
4016,278000,444.8121
4019,280000,523.7331
4021,282000,526.2128
4024,284000,509.5717
4026,286000,666.5711
4028,288000,422.005
4030,290000,675.5898
4033,292000,277.4471
4035,294000,654.9665
4037,296000,665.4287
4039,298000,673.1626
4041,300000,659.8368
4044,302000,470.4496
4046,304000,661.8226
4048,306000,657.6766
4050,308000,663.6856
4052,310000,659.0358
4054,312000,675.2974
4057,314000,504.791
4059,316000,554.2282
4061,318000,583.0269
4063,320000,646.6043
4066,322000,490.4582
4069,324000,446.162
4072,326000,526.6492
4075,328000,373.6125
4078,330000,481.9987
4080,332000,418.2582
4083,334000,486.2457
4086,336000,421.253
4090,338000,407.992
4092,340000,672.9744
4094,342000,657.5402
4097,344000,386.7267
4100,346000,326.3197
4102,348000,698.0162
4106,350000,473.0126
4108,352000,685.1134
4111,354000,457.636
4113,356000,717.0217
4115,358000,650.1083
4118,360000,511.7429
4120,362000,734.9294
4122,364000,673.1928
4124,366000,705.7462
4126,368000,745.3327
4128,370000,556.259
4131,372000,509.3404
4133,374000,752.6113
4135,376000,471.4333
4138,378000,471.6253
4141,380000,517.0118
4144,382000,586.329
4147,384000,463.2469
4149,386000,746.127
4151,388000,736.6748
4153,390000,720.6602
4155,392000,671.0545
4157,394000,536.4383
4159,396000,718.9438
4161,398000,736.9365
4163,400000,734.7958
4166,402000,614.1587
4168,404000,730.9792
4170,406000,765.7804
4172,408000,464.3132
4176,410000,404.8921
4178,412000,641.9849
4181,414000,590.9773
4183,416000,718.1471
4185,418000,695.0668
4187,420000,714.9314
4189,422000,450.4226
4193,424000,435.9901
4196,426000,510.006
4199,428000,511.1716
4202,430000,475.7604
4204,432000,743.7023
4206,434000,703.1627
4208,436000,693.1043
4212,438000,323.8964
4214,440000,472.7226
4216,442000,753.9417
4218,444000,790.1592
4220,446000,681.0915
4222,448000,743.4406
4224,450000,755.4342
4226,452000,728.1694
4229,454000,743.5251
4232,456000,476.9911
4234,458000,772.9909
4236,460000,631.8158
4239,462000,518.1651
4241,464000,735.3927
4243,466000,743.9524
4246,468000,453.4953
4248,470000,772.2365
4250,472000,739.7252
4253,474000,560.3786
4255,476000,797.0641
4257,478000,764.0108
4259,480000,755.6647
4261,482000,757.7082
4263,484000,768.8268
4266,486000,482.551
4268,488000,595.817
4271,490000,666.4803
4273,492000,606.7405
4275,494000,749.0301
4277,496000,759.2553
4279,498000,738.3323
4281,500000,688.2844
4283,502000,712.0567
4285,504000,827.1304
4287,506000,805.2512
4289,508000,799.1329
4291,510000,816.6166
4293,512000,793.2318
4295,514000,802.882
4297,516000,779.4515
4299,518000,811.6647
4301,520000,822.5222
4304,522000,628.6284
4306,524000,679.6035
4309,526000,633.2205
4311,528000,815.3273
4314,530000,565.6822
4317,532000,444.97
4319,534000,806.5385
4321,536000,818.3599
4323,538000,813.6242
4325,540000,573.1974
4327,542000,810.2726
4330,544000,536.8535
4332,546000,803.4074
4335,548000,568.6329
4337,550000,833.4177
4339,552000,834.9433
4342,554000,571.69
4344,556000,797.0714
4346,558000,780.6519
4349,560000,600.2589
4351,562000,799.7628
4355,564000,395.927
4357,566000,577.3635
4360,568000,752.2988
4362,570000,642.7035
4364,572000,822.4257
4366,574000,790.5835
4368,576000,819.9933
4370,578000,854.6562
4372,580000,835.0451
4374,582000,690.3915
4377,584000,775.5332
4379,586000,820.452
4381,588000,817.6691
4384,590000,466.8561
4386,592000,816.5326
4388,594000,546.1476
4391,596000,757.9156
4393,598000,843.0588
4395,600000,836.8935
4397,602000,815.9411
4399,604000,821.1592
4401,606000,830.084
4403,608000,793.913
4405,610000,868.2477
4407,612000,838.8822
4409,614000,849.6086
4411,616000,644.5509
4413,618000,725.8336
4415,620000,854.8964
4418,622000,558.8891
4420,624000,821.6935
4423,626000,558.1846
4427,628000,534.2098
4429,630000,822.2838
4431,632000,850.1397
4433,634000,859.6555
4435,636000,575.5212
4438,638000,713.5708
4440,640000,808.6279
4442,642000,857.0667
4444,644000,832.6921
4446,646000,845.4105
4448,648000,840.7989
4450,650000,843.6752
4452,652000,866.2488
4454,654000,790.2217
4456,656000,742.4231
4458,658000,857.9012
4460,660000,847.4902
4462,662000,885.322
4464,664000,845.7319
4467,666000,637.5256
4469,668000,841.4154
4471,670000,863.3602
4473,672000,822.8788
4475,674000,820.5012
4478,676000,627.7815
4480,678000,832.3652
4482,680000,871.9144
4484,682000,876.4301
4486,684000,705.6275
4488,686000,852.6547
4491,688000,592.1263
4493,690000,673.9454
4495,692000,853.3493
4497,694000,865.038
4499,696000,795.9899
4501,698000,843.2119
4503,700000,826.538
4505,702000,848.3139
4507,704000,852.3556
4509,706000,535.8156
4511,708000,844.043
4513,710000,840.246
4515,712000,838.1024
4518,714000,811.2993
4520,716000,837.7773
4522,718000,666.6862
4525,720000,587.8031
4527,722000,638.4286
4530,724000,638.4519
4532,726000,804.573
4534,728000,872.3733
4536,730000,849.375
4539,732000,579.8127
4542,734000,631.5916
4544,736000,832.0278
4546,738000,858.2288
4549,740000,584.989
4551,742000,582.3498
4553,744000,836.7467
4555,746000,869.2947
4558,748000,574.2194
4560,750000,885.0453
4562,752000,895.2946
4565,754000,762.636
4567,756000,937.8677
4569,758000,917.1799
4571,760000,913.8542
4575,762000,523.1645
4577,764000,907.3135
4579,766000,650.6399
4581,768000,955.5003
4584,770000,801.3797
4586,772000,950.5176
4588,774000,938.8173
4590,776000,918.7141
4592,778000,914.0214
4594,780000,918.4759
4596,782000,917.0998
4598,784000,918.3362
4600,786000,936.8725
4602,788000,940.0465
4604,790000,853.294
4606,792000,949.6563
4608,794000,918.0851
4610,796000,921.5699
4613,798000,623.636
4615,800000,703.8035
4617,802000,926.925
4619,804000,934.2874
4621,806000,960.1026
4623,808000,934.685
4625,810000,945.335
4627,812000,932.9276
4629,814000,955.3486
4631,816000,942.7756
4633,818000,936.0809
4636,820000,683.5
4638,822000,953.4188
4641,824000,653.538
4643,826000,957.0432
4645,828000,938.2061
4647,830000,962.4064
4649,832000,770.0392
4651,834000,705.0937
4654,836000,787.923
4656,838000,978.9928
4658,840000,935.9273
4660,842000,927.3045
4662,844000,937.5516
4664,846000,945.406
4666,848000,686.4526
4668,850000,925.6323
4670,852000,949.0413
4672,854000,945.6776
4674,856000,894.3952
4676,858000,933.5865
4678,860000,908.293
4680,862000,931.3411
4683,864000,622.826
4685,866000,944.4787
4687,868000,935.6047
4689,870000,850.8778
4692,872000,662.5276
4694,874000,932.8731
4696,876000,957.7533
4698,878000,958.3997
4701,880000,602.7564
4703,882000,695.878
4705,884000,923.0626
