episode,timestep,reward
115,2000,17.7436
231,4000,17.5234
338,6000,18.7959
437,8000,19.3647
523,10000,21.2789
605,12000,21.8484
673,14000,24.2767
743,16000,24.8155
795,18000,30.6016
852,20000,30.2882
895,22000,35.0471
941,24000,31.64
981,26000,34.9424
1016,28000,39.1179
1048,30000,43.7836
1082,32000,44.2266
1116,34000,46.1405
1150,36000,45.4353
1183,38000,44.8319
1214,40000,52.0987
1240,42000,51.2567
1270,44000,50.9552
1297,46000,54.946
1326,48000,54.3536
1355,50000,50.7376
1387,52000,50.3769
1416,54000,56.9338
1443,56000,60.0922
1474,58000,47.2078
1503,60000,47.8744
1532,62000,57.5482
1562,64000,54.569
1591,66000,59.5591
1618,68000,51.9747
1647,70000,62.7791
1674,72000,58.9647
1699,74000,65.03
1727,76000,63.671
1756,78000,56.8862
1786,80000,54.7659
1815,82000,62.755
1840,84000,57.0264
1867,86000,65.6697
1898,88000,62.4328
1926,90000,62.9912
1953,92000,64.1687
1979,94000,62.0003
2008,96000,62.0377
2035,98000,65.6674
2063,100000,61.2213
2087,102000,76.2893
2117,104000,62.9454
2146,106000,60.2729
2171,108000,72.7377
2196,110000,72.6414
2223,112000,67.7313
2253,114000,58.0167
2283,116000,67.7623
2310,118000,64.8326
2337,120000,62.3519
2364,122000,70.5877
2390,124000,69.8768
2417,126000,72.0041
2444,128000,66.6258
2471,130000,72.4016
2499,132000,62.1074
2526,134000,71.2624
2555,136000,71.3892
2581,138000,72.4899
2608,140000,70.2975
2636,142000,69.8839
2663,144000,65.7825
2690,146000,72.3097
2718,148000,72.2439
2745,150000,67.1752
2773,152000,70.4026
2799,154000,74.5504
2827,156000,73.788
2853,158000,71.1135
2877,160000,76.7881
2908,162000,62.3703
2934,164000,71.2589
2958,166000,81.0662
2984,168000,73.0833
3009,170000,79.1645
3037,172000,73.2633
3063,174000,75.3087
3091,176000,69.3847
3118,178000,76.3756
3145,180000,70.7454
3172,182000,69.9303
3198,184000,72.9212
3225,186000,70.8113
3251,188000,76.7899
3275,190000,81.0054
3300,192000,71.5539
3324,194000,73.029
3349,196000,77.0227
3374,198000,73.0673
3400,200000,73.6615
3426,202000,77.0042
3454,204000,75.1893
3477,206000,83.5295
3500,208000,85.6537
3526,210000,77.0358
3553,212000,72.9913
3581,214000,76.1799
3607,216000,75.8092
3634,218000,73.2839
3663,220000,71.5902
3689,222000,80.3138
3716,224000,78.6071
3742,226000,79.4327
3764,228000,82.5489
3789,230000,79.6373
3814,232000,79.3965
3839,234000,73.6792
3862,236000,80.941
3885,238000,90.3742
3907,240000,87.8829
3934,242000,73.5899
3960,244000,76.0684
3984,246000,74.7388
4009,248000,76.3134
4032,250000,78.4865
4056,252000,85.936
4080,254000,85.2243
4104,256000,87.3979
4128,258000,78.3227
4149,260000,86.3856
4174,262000,89.4765
4200,264000,78.7555
4223,266000,82.7703
4247,268000,82.4781
4271,270000,86.0873
4295,272000,87.018
4318,274000,85.9584
4344,276000,81.9658
4370,278000,78.5833
4394,280000,78.2255
4417,282000,87.6553
4442,284000,88.9936
4465,286000,84.1742
4489,288000,89.3987
4510,290000,100.7058
4535,292000,84.4971
4560,294000,81.554
4584,296000,88.223
4610,298000,78.8165
4635,300000,84.6286
4659,302000,83.4825
4683,304000,91.4476
4706,306000,90.5533
4729,308000,91.9432
4751,310000,90.6056
4772,312000,97.5212
4796,314000,85.6946
4819,316000,94.1197
4840,318000,97.0167
4860,320000,101.8723
4885,322000,88.8166
