episode,timestep,reward
85,2000,21.4064
173,4000,20.7397
251,6000,21.7019
324,8000,24.2408
378,10000,28.491
437,12000,26.7613
484,14000,32.1574
530,16000,31.0854
568,18000,37.3774
604,20000,36.0124
642,22000,35.6199
679,24000,42.4403
712,26000,43.9625
747,28000,40.792
778,30000,46.4082
811,32000,46.5099
843,34000,46.3601
872,36000,48.5979
899,38000,59.6017
926,40000,47.1835
954,42000,53.6071
982,44000,54.9057
1011,46000,55.0963
1039,48000,54.2349
1066,50000,54.1697
1092,52000,59.0843
1117,54000,57.4227
1141,56000,66.5016
1168,58000,57.6633
1195,60000,61.0163
1224,62000,57.2332
1251,64000,61.0137
1278,66000,58.2646
1302,68000,60.7079
1328,70000,55.6759
1355,72000,63.7538
1380,74000,66.9775
1408,76000,60.9814
1434,78000,67.9169
1462,80000,64.8617
1489,82000,66.051
1516,84000,61.9717
1544,86000,59.9479
1572,88000,64.3635
1599,90000,67.855
1625,92000,63.5789
1654,94000,65.9308
1682,96000,69.0067
1711,98000,65.536
1734,100000,72.3801
1762,102000,68.12
1788,104000,74.1209
1815,106000,74.1391
1843,108000,70.3047
1870,110000,62.1076
1898,112000,67.1524
1927,114000,72.0367
1954,116000,69.8647
1981,118000,71.5481
2010,120000,67.7043
2036,122000,74.9688
2060,124000,73.0684
2087,126000,70.1211
2113,128000,65.9516
2139,130000,70.5493
2167,132000,71.2412
2194,134000,75.8861
2219,136000,75.5961
2246,138000,76.045
2273,140000,70.0995
2299,142000,76.0165
2326,144000,71.6281
2354,146000,71.937
2380,148000,70.293
2406,150000,65.7799
2434,152000,72.3621
2460,154000,78.3751
2487,156000,73.6748
2515,158000,68.6778
2543,160000,74.7597
2570,162000,76.3776
2597,164000,76.2123
2626,166000,69.2336
2651,168000,78.3509
2677,170000,77.8331
2701,172000,73.8207
2727,174000,73.0035
2754,176000,69.6757
2777,178000,81.833
2804,180000,73.9349
2831,182000,72.652
2856,184000,78.9745
2883,186000,76.0834
2910,188000,75.8485
2938,190000,74.3557
2966,192000,71.91
2991,194000,77.0007
3017,196000,77.6718
3043,198000,76.713
3070,200000,76.9449
3095,202000,75.7218
3121,204000,76.6806
3147,206000,78.4286
3172,208000,78.1091
3197,210000,82.2782
3224,212000,73.6139
3249,214000,71.6984
3277,216000,72.5458
3302,218000,78.4935
3330,220000,75.1282
3358,222000,75.803
3384,224000,78.0348
3411,226000,79.7633
3437,228000,81.0404
3463,230000,80.2206
3488,232000,79.6316
3515,234000,77.2523
3541,236000,77.2381
3569,238000,78.4248
3594,240000,82.6307
3618,242000,84.4766
3643,244000,82.1844
3667,246000,82.3502
3691,248000,80.7048
3718,250000,80.5285
3744,252000,80.8123
3769,254000,80.6081
3794,256000,83.3079
3818,258000,91.9887
3844,260000,83.5182
3867,262000,93.4865
3892,264000,88.1337
3918,266000,82.0041
3943,268000,86.3144
3969,270000,83.2333
3994,272000,85.8426
4019,274000,90.4239
4041,276000,94.2149
4066,278000,90.4585
4090,280000,92.4363
4113,282000,91.8323
4134,284000,101.4405
4158,286000,92.7337
4184,288000,84.6549
4206,290000,96.32
4230,292000,90.9559
4254,294000,95.4665
4277,296000,93.7339
4301,298000,86.8665
4325,300000,94.6857
4350,302000,89.9676
4373,304000,98.7954
4396,306000,92.0774
4419,308000,100.6832
4443,310000,91.4313
4468,312000,88.1696
4490,314000,100.8474
4512,316000,96.098
4533,318000,105.6121
4555,320000,102.2809
4577,322000,100.8368
4598,324000,108.2969
4619,326000,102.5038
4641,328000,104.9957
4663,330000,98.5241
4686,332000,102.3107
4708,334000,98.485
4730,336000,98.2184
4754,338000,98.5028
4776,340000,103.2105
4797,342000,105.307
4819,344000,97.0576
4840,346000,102.9175
4864,348000,95.3597
4885,350000,105.3785
4908,352000,97.902
4928,354000,108.0813
4948,356000,109.1709
4966,358000,116.2908
4987,360000,106.0239
5007,362000,107.4064
5027,364000,111.3887
5042,366000,123.5643
5061,368000,122.3049
5079,370000,124.2105
5097,372000,120.9054
5116,374000,118.3798
5135,376000,112.2483
5154,378000,116.914
5173,380000,117.8898
5187,382000,143.286
5206,384000,119.2459
5223,386000,133.3653
5240,388000,121.6235
5261,390000,112.6833
5281,392000,114.5929
5298,394000,130.5638
5313,396000,143.667
5331,398000,127.3931
5347,400000,131.2516
5359,402000,171.2983
5377,404000,120.9595
5393,406000,129.6645
5408,408000,147.4131
5422,410000,151.8996
5437,412000,134.0427
5451,414000,156.2536
5466,416000,147.5124
5482,418000,145.0995
5496,420000,154.1878
5513,422000,133.1098
5524,424000,184.7186
5540,426000,141.4285
5554,428000,153.796
5567,430000,163.7424
5579,432000,179.5383
5594,434000,143.4009
5610,436000,142.8652
5624,438000,163.8145
5638,440000,145.1549
5652,442000,154.8698
5669,444000,132.9998
5684,446000,134.7665
5701,448000,122.8385
5715,450000,170.8496
5726,452000,179.6233
5738,454000,190.4742
5750,456000,169.1733
5763,458000,175.6018
5775,460000,181.2412
5786,462000,175.837
5802,464000,133.8665
5813,466000,192.7919
5825,468000,149.4768
5836,470000,190.3362
5851,472000,154.0543
5863,474000,177.2732
5876,476000,168.1814
5889,478000,154.7061
5904,480000,149.5246
5917,482000,177.6467
5931,484000,151.7122
5945,486000,158.4721
5958,488000,158.9049
5973,490000,149.0245
5986,492000,158.2819
6002,494000,142.4645
6015,496000,172.7567
6029,498000,159.1335
6041,500000,184.9118
6053,502000,200.9631
6067,504000,163.6224
6079,506000,196.6683
6090,508000,226.2145
6102,510000,188.152
6110,512000,242.2923
6120,514000,228.6336
6135,516000,167.8998
6146,518000,212.1999
6157,520000,189.2389
6169,522000,188.8518
6177,524000,275.0984
6185,526000,247.9624
6193,528000,280.3609
6206,530000,180.6556
6213,532000,255.0631
6224,534000,226.2578
6236,536000,196.8088
6249,538000,171.5778
6260,540000,216.5372
6271,542000,206.601
6282,544000,202.8067
6294,546000,197.4843
6305,548000,216.098
6313,550000,252.1087
6327,552000,162.7612
6338,554000,222.7021
6346,556000,252.8184
6358,558000,197.6819
6369,560000,195.8246
6380,562000,212.0685
6390,564000,228.927
6399,566000,255.5526
6407,568000,280.1429
6416,570000,258.0249
6424,572000,268.675
6433,574000,241.4405
6442,576000,228.0224
6453,578000,234.039
6460,580000,329.1288
6469,582000,240.1369
6479,584000,243.5796
6492,586000,170.6185
6498,588000,341.8026
6505,590000,325.6331
6515,592000,204.1123
6522,594000,313.3076
6530,596000,302.502
6538,598000,275.9128
6546,600000,248.707
6556,602000,243.1763
6569,604000,173.4841
6578,606000,237.8195
6583,608000,443.5866
6588,610000,331.747
