episode,timestep,reward
42,800,18.8333
82,1600,20.125
113,2400,25.5806
146,3200,24.1212
170,4000,33.875
192,4800,36.1818
202,5600,72.6
218,6400,54.3125
227,7200,72.3333
237,8000,95.7
243,8800,111.5
253,9600,86.3
260,10400,117.0
264,11200,187.0
269,12000,167.2
273,12800,186.25
279,13600,147.8333
283,14400,166.75
287,15200,216.0
290,16000,230.0
294,16800,231.5
297,17600,278.3333
299,18400,310.0
303,19200,240.75
307,20000,217.25
309,20800,291.0
312,21600,252.3333
316,22400,221.5
319,23200,308.0
321,24000,389.5
324,24800,280.6667
326,25600,276.0
330,26400,264.0
332,27200,383.0
334,28000,237.5
337,28800,336.6667
340,29600,310.6667
342,30400,318.5
346,31200,236.25
348,32000,313.5
350,32800,330.5
352,33600,400.0
354,34400,400.0
357,35200,366.3333
359,36000,375.5
361,36800,308.5
363,37600,400.0
365,38400,400.0
367,39200,368.0
369,40000,393.0
371,40800,391.5
373,41600,400.0
375,42400,400.0
378,43200,395.6667
380,44000,400.0
382,44800,400.0
384,45600,400.0
386,46400,400.0
388,47200,400.0
390,48000,400.0
392,48800,385.5
394,49600,400.0
396,50400,400.0
398,51200,383.0
400,52000,400.0
402,52800,400.0
404,53600,400.0
406,54400,400.0
408,55200,400.0
410,56000,400.0
412,56800,352.5
414,57600,369.5
416,58400,400.0
419,59200,332.6667
421,60000,400.0
423,60800,400.0
425,61600,400.0
427,62400,400.0
429,63200,400.0
431,64000,400.0
433,64800,380.0
435,65600,394.0
437,66400,400.0
439,67200,400.0
441,68000,400.0
443,68800,400.0
445,69600,400.0
447,70400,400.0
449,71200,400.0
451,72000,400.0
453,72800,400.0
455,73600,400.0
457,74400,400.0
459,75200,360.5
461,76000,400.0
463,76800,400.0
465,77600,400.0
467,78400,400.0
469,79200,400.0
473,80000,200.25
475,80800,400.0
477,81600,400.0
479,82400,400.0
481,83200,313.5
483,84000,378.0
485,84800,400.0
488,85600,392.6667
490,86400,400.0
492,87200,400.0
494,88000,400.0
496,88800,400.0
498,89600,400.0
500,90400,400.0
502,91200,400.0
504,92000,400.0
506,92800,400.0
508,93600,400.0
510,94400,400.0
512,95200,400.0
514,96000,400.0
516,96800,400.0
518,97600,400.0
520,98400,373.5
522,99200,326.0
524,100000,362.0
