episode,timestep,reward
30,800,24.7667
65,1600,24.1143
101,2400,21.8333
124,3200,35.0
143,4000,42.6316
165,4800,35.4545
181,5600,50.9375
201,6400,38.15
209,7200,94.0
221,8000,71.1667
228,8800,95.5714
242,9600,67.7143
249,10400,117.2857
254,11200,127.2
263,12000,102.8889
272,12800,89.0
278,13600,114.5
284,14400,159.8333
288,15200,182.75
292,16000,166.25
296,16800,237.25
299,17600,259.0
304,18400,167.0
308,19200,193.5
311,20000,229.0
315,20800,236.0
317,21600,338.5
320,22400,293.3333
323,23200,248.0
327,24000,212.0
329,24800,278.5
332,25600,292.6667
335,26400,305.3333
338,27200,214.3333
341,28000,312.0
343,28800,389.5
346,29600,318.6667
348,30400,298.5
350,31200,321.0
353,32000,371.3333
355,32800,348.5
358,33600,314.0
360,34400,361.0
363,35200,246.6667
366,36000,249.3333
369,36800,247.6667
372,37600,319.0
374,38400,399.0
376,39200,400.0
378,40000,356.0
380,40800,368.0
382,41600,400.0
385,42400,340.6667
387,43200,391.5
389,44000,400.0
391,44800,400.0
393,45600,366.5
395,46400,400.0
397,47200,400.0
399,48000,400.0
401,48800,400.0
403,49600,382.0
406,50400,319.0
409,51200,235.0
412,52000,244.3333
414,52800,371.5
417,53600,339.3333
419,54400,267.5
422,55200,334.0
424,56000,400.0
426,56800,400.0
428,57600,400.0
430,58400,400.0
432,59200,400.0
434,60000,400.0
436,60800,400.0
438,61600,400.0
440,62400,400.0
442,63200,400.0
444,64000,400.0
446,64800,400.0
448,65600,400.0
450,66400,400.0
452,67200,374.5
454,68000,400.0
456,68800,346.5
458,69600,400.0
460,70400,348.0
463,71200,302.6667
465,72000,400.0
468,72800,287.3333
470,73600,400.0
472,74400,400.0
474,75200,365.0
476,76000,400.0
479,76800,298.0
481,77600,400.0
483,78400,400.0
488,79200,183.6
491,80000,276.3333
493,80800,400.0
495,81600,355.5
497,82400,400.0
499,83200,400.0
501,84000,400.0
503,84800,375.0
505,85600,377.0
507,86400,350.0
511,87200,224.75
515,88000,229.75
517,88800,307.5
519,89600,400.0
523,90400,250.75
526,91200,238.3333
528,92000,400.0
530,92800,288.0
533,93600,378.3333
535,94400,400.0
537,95200,400.0
539,96000,400.0
541,96800,400.0
543,97600,400.0
545,98400,400.0
547,99200,400.0
549,100000,400.0
