episode,timestep,reward
15,800,-16.9596
31,1600,-18.615
47,2400,-14.5437
63,3200,-16.8059
79,4000,-12.5573
95,4800,-13.551
111,5600,-10.9122
127,6400,-10.6416
143,7200,-10.648
159,8000,-10.6266
175,8800,-9.4602
191,9600,-8.3697
207,10400,-8.3643
223,11200,-10.1405
239,12000,-9.3392
255,12800,-8.6988
271,13600,-8.4167
287,14400,-9.6048
303,15200,-8.1353
319,16000,-7.9653
335,16800,-7.5133
351,17600,-6.9513
367,18400,-8.1305
383,19200,-7.4693
399,20000,-8.0437
415,20800,-7.0778
431,21600,-7.9724
447,22400,-6.9914
463,23200,-6.638
479,24000,-7.7152
495,24800,-7.5066
511,25600,-7.0418
527,26400,-6.3724
543,27200,-6.8981
559,28000,-5.9037
575,28800,-6.0023
591,29600,-6.0171
607,30400,-5.3439
623,31200,-5.8323
639,32000,-5.3488
655,32800,-5.4585
671,33600,-4.8802
687,34400,-5.2948
703,35200,-5.7291
719,36000,-4.8847
735,36800,-4.9126
751,37600,-4.6818
767,38400,-4.5656
783,39200,-4.196
799,40000,-4.5713
815,40800,-4.8355
831,41600,-4.2618
847,42400,-4.1393
863,43200,-4.0532
879,44000,-4.3711
895,44800,-3.9653
911,45600,-3.8709
927,46400,-3.8656
943,47200,-3.7035
959,48000,-4.2228
975,48800,-3.8451
991,49600,-3.9118
1007,50400,-3.7824
1023,51200,-3.8746
1039,52000,-3.6466
1055,52800,-3.855
1071,53600,-3.8172
1087,54400,-3.668
1103,55200,-3.6567
1119,56000,-3.4805
1135,56800,-3.4026
1151,57600,-3.5529
1167,58400,-3.5533
1183,59200,-3.7097
1199,60000,-3.3539
1215,60800,-3.3016
1231,61600,-3.4045
1247,62400,-3.2541
1263,63200,-3.2971
1279,64000,-3.3648
1295,64800,-3.0658
1311,65600,-3.2347
1327,66400,-3.1186
1343,67200,-2.9934
1359,68000,-3.0976
1375,68800,-3.0587
1391,69600,-3.1699
1407,70400,-3.0471
1423,71200,-2.8126
1439,72000,-3.1084
1455,72800,-2.8716
1471,73600,-3.0213
1487,74400,-2.9092
1503,75200,-3.075
1519,76000,-2.8753
1535,76800,-2.934
1551,77600,-3.0214
1567,78400,-3.0255
1583,79200,-3.0536
1599,80000,-2.7192
1615,80800,-2.7104
1631,81600,-2.9433
1647,82400,-2.5741
1663,83200,-2.8607
1679,84000,-2.6073
1695,84800,-2.8236
1711,85600,-2.8238
1727,86400,-2.837
1743,87200,-2.676
1759,88000,-2.7081
1775,88800,-2.7641
1791,89600,-2.8824
1807,90400,-2.6745
1823,91200,-2.7377
1839,92000,-2.604
1855,92800,-2.8242
1871,93600,-2.4558
1887,94400,-2.5437
1903,95200,-2.7266
1919,96000,-2.71
1935,96800,-2.6766
1951,97600,-2.7378
1967,98400,-2.6553
1983,99200,-2.6501
1999,100000,-2.8119
