episode,timestep,reward
162,2000,22.3883
324,4000,22.0776
469,6000,23.178
618,8000,22.7516
741,10000,25.0435
865,12000,24.9473
961,14000,27.8462
1056,16000,28.3661
1137,18000,29.6519
1221,20000,29.3228
1294,22000,32.1702
1367,24000,32.3355
1424,26000,40.1495
1482,28000,37.5051
1532,30000,42.7632
1582,32000,43.5912
1625,34000,47.6205
1663,36000,51.6719
1706,38000,51.1762
1743,40000,54.9119
1785,42000,53.6408
1827,44000,51.4624
1866,46000,55.8623
1907,48000,54.581
1944,50000,60.2285
1984,52000,57.2705
2020,54000,57.3754
2055,56000,60.1172
2089,58000,60.8705
2127,60000,58.4563
2161,62000,64.5627
2195,64000,61.599
2227,66000,67.0537
2266,68000,57.6067
2300,70000,64.6333
2332,72000,63.1841
2364,74000,67.4254
2398,76000,64.4857
2427,78000,69.632
2461,80000,66.3099
2493,82000,72.7776
2527,84000,68.5814
2554,86000,79.8556
2585,88000,67.2889
2615,90000,72.8357
2642,92000,80.2701
2668,94000,83.5575
2695,96000,81.1867
2721,98000,83.2093
2747,100000,87.5602
2770,102000,87.4482
2796,104000,84.3812
2820,106000,86.2862
2843,108000,88.722
2865,110000,92.197
2889,112000,91.7387
2916,114000,84.1904
2940,116000,92.486
2964,118000,94.8905
2989,120000,96.5383
3013,122000,90.6615
3037,124000,96.8524
3056,126000,99.3313
3079,128000,95.4288
3103,130000,94.1199
3126,132000,101.482
3151,134000,90.9319
3171,136000,103.0529
3197,138000,96.3825
3219,140000,96.1667
3242,142000,98.5191
3267,144000,88.4138
3291,146000,89.8563
3314,148000,91.2307
3337,150000,98.5389
3360,152000,99.8625
3381,154000,108.2666
3406,156000,94.7848
3430,158000,98.7037
3454,160000,98.5973
3471,162000,111.9121
3493,164000,100.7562
3513,166000,108.915
3534,168000,107.2535
3555,170000,100.8002
3575,172000,112.6048
3600,174000,101.1212
3620,176000,113.611
3644,178000,98.716
3666,180000,104.5285
3691,182000,100.3276
3715,184000,99.5581
3737,186000,96.3235
3760,188000,104.0062
3786,190000,105.0829
3808,192000,108.5109
3829,194000,112.4963
3850,196000,106.2381
3875,198000,101.3857
3895,200000,111.0357
3916,202000,114.6878
3938,204000,101.9523
3957,206000,129.1123
3976,208000,119.0122
3993,210000,129.481
4012,212000,118.0351
4029,214000,130.5012
4047,216000,122.8817
4066,218000,119.028
4085,220000,122.3867
4099,222000,141.6383
4114,224000,146.6828
4136,226000,115.7237
4157,228000,122.1042
4175,230000,130.8256
4196,232000,112.4783
4213,234000,139.1741
4229,236000,134.8624
4245,238000,141.8479
4259,240000,156.0398
4270,242000,174.4021
4284,244000,143.3977
4299,246000,153.4629
4314,248000,145.1441
4331,250000,143.0544
4344,252000,179.3087
4358,254000,179.6181
4374,256000,153.9288
4386,258000,194.277
4399,260000,177.7583
4414,262000,174.9546
4428,264000,173.97
4439,266000,203.3899
