episode,timestep,reward
3,3000,-90.7196
9,6000,-96.7522
12,9000,-90.3566
15,12000,-88.3806
18,15000,-81.6854
20,18000,-70.3975
22,21000,-66.9931
24,24000,-66.0033
26,27000,-69.5898
28,30000,-65.2215
30,33000,-71.9857
32,36000,-61.9952
34,39000,-63.4182
36,42000,-59.9409
38,45000,-63.0967
40,48000,-57.7823
43,51000,-77.2412
45,54000,-63.0946
47,57000,-60.3145
49,60000,-61.4032
51,63000,-61.824
53,66000,-60.2647
55,69000,-61.7788
57,72000,-56.0552
59,75000,-51.583
61,78000,-49.6782
63,81000,-54.1897
65,84000,-46.1615
67,87000,-45.8726
69,90000,-48.6282
71,93000,-40.8917
73,96000,-38.7484
75,99000,-36.185
77,102000,-43.2133
79,105000,-34.5781
81,108000,-35.4995
83,111000,-29.4342
85,114000,-25.5936
87,117000,-17.92
89,120000,-24.7952
91,123000,-13.9308
93,126000,-19.5307
95,129000,-18.185
97,132000,-9.3111
99,135000,-8.189
101,138000,-3.0947
103,141000,-4.0286
105,144000,2.6988
107,147000,20.2414
109,150000,14.4179
111,153000,29.3283
113,156000,21.3723
115,159000,-39.7745
117,162000,24.1995
119,165000,35.8547
121,168000,28.9639
123,171000,33.1512
125,174000,44.8977
129,177000,-35.6836
131,180000,29.3534
133,183000,41.6234
135,186000,37.1098
137,189000,43.1177
141,192000,-36.3633
144,195000,-9.8229
146,198000,38.3159
148,201000,50.2945
150,204000,44.6181
